パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
5840,1720,2340,1620,0,20,2700,8500,14690,10190,0,0,0,0,1,1,48,1,1,1,1,1,0,0,1,1,1
2870,4970,2210,1180,0,4450,6210,1850,4790,6970,0,1,0,0,0,1,51,1,1,1,1,1,0,1,0,1,0
3560,1290,870,200,4160,3260,2870,1710,14670,3820,1,0,0,1,0,1,41,1,0,1,1,1,0,1,0,1,0
5460,550,1210,2450,30,5750,4970,1300,2830,6800,0,0,0,0,0,1,62,1,1,1,1,0,0,0,0,1,0
3180,490,740,1820,1230,1340,2940,1670,2670,6730,1,0,0,0,0,1,36,1,0,1,1,0,0,0,0,0,0
3530,540,350,540,0,2250,2500,280,2990,2560,0,1,0,0,0,1,25,1,1,0,1,0,0,0,0,1,0
3360,0,0,220,7610,4850,960,420,0,6270,0,0,0,0,0,1,46,0,0,1,0,0,0,0,0,0,0
5590,480,1410,1830,8380,0,1020,980,4640,12410,1,0,0,0,0,1,61,1,1,0,1,0,0,0,0,1,0
4210,1110,1070,1040,3250,5810,3630,2880,2920,5520,0,1,0,0,0,1,34,1,1,1,1,0,0,0,0,1,0
3740,700,550,2570,0,2260,5710,1210,4390,3360,1,0,1,0,0,0,47,1,0,1,1,0,1,1,0,1,1
4840,770,750,3370,10,0,3380,5940,2350,6310,0,0,0,0,0,0,55,1,0,1,1,1,0,0,0,1,0
4750,7370,2740,3900,4780,0,5010,3190,129580,4900,1,0,0,1,0,0,62,1,0,1,1,0,1,1,0,1,1
6870,560,1440,2280,290,1780,1460,470,2320,7580,0,0,0,0,0,1,71,1,1,0,1,0,0,0,0,1,0
4800,1920,1620,4730,1200,10,250,7050,0,4190,0,0,0,0,0,1,74,1,0,1,1,1,0,0,0,0,0
5510,530,710,1270,3890,10,30450,4500,2260,5000,0,0,0,0,0,1,50,1,0,1,1,1,0,1,0,1,0
6750,100,40,1230,0,0,1280,1250,4380,7650,0,0,0,0,0,1,51,1,1,1,1,1,0,0,0,1,1
4390,3170,1620,4260,4980,5150,8460,2120,7960,9360,1,0,0,0,0,1,46,1,1,1,1,1,0,1,0,1,1
3030,750,630,3370,0,5570,3290,1270,2640,4190,0,1,1,0,0,1,31,1,0,1,1,0,0,0,0,1,0
4270,1540,1100,3760,12330,0,7690,12400,11000,10570,0,0,0,0,0,1,59,1,0,1,1,1,1,1,0,1,0
2260,0,210,460,0,170,7330,290,5270,3650,0,0,1,0,1,1,30,0,0,1,0,1,0,0,0,1,0
3890,570,2330,0,20,4900,4000,1960,2190,8110,0,0,0,1,0,0,51,1,1,0,1,0,0,0,0,1,0
3640,350,380,1380,0,0,2110,3740,4750,15800,1,0,0,0,0,0,73,1,0,0,1,0,0,0,1,1,0
5200,1160,1540,1300,0,0,5970,1460,9360,7780,1,0,0,0,0,0,67,1,0,1,1,1,0,0,0,1,0
4140,760,660,330,560,1310,4640,2100,13930,2690,0,0,0,0,0,1,57,1,0,1,1,0,0,1,0,1,0
2570,750,710,1650,10,590,2200,2150,5480,8040,1,0,1,0,0,1,56,1,1,1,1,1,0,0,0,1,0
3970,2640,1180,1080,0,0,8500,1790,65470,9040,0,0,0,0,0,1,40,1,0,1,1,1,1,1,1,1,1
2920,1440,620,1650,5530,4410,1720,670,3390,9990,0,0,0,0,0,1,62,1,1,1,1,0,0,0,0,1,0
2330,3050,1290,980,0,1120,5360,2140,11830,3890,1,0,1,0,0,1,35,1,1,1,1,0,1,1,0,1,1
3330,2680,1020,2790,440,5500,7290,1980,6770,7870,0,1,1,0,0,0,28,1,0,1,1,1,0,1,1,1,1
2420,890,1640,4260,6950,0,3890,1680,2270,5490,0,0,0,0,0,1,45,1,0,0,1,0,0,0,0,1,0
3660,1240,790,870,700,0,8700,490,8470,6870,0,0,0,0,0,1,44,1,0,1,1,1,0,0,0,1,1
3840,2190,1200,370,9100,0,7090,1610,23200,13100,0,0,0,0,0,1,51,1,0,1,1,1,1,1,0,1,1
2320,660,920,1300,140,0,2330,1610,2510,3080,0,0,0,0,0,1,48,1,0,1,1,0,0,0,0,1,0
4780,1910,1550,1020,0,0,3630,4940,6810,15330,1,0,0,0,1,0,70,1,1,1,1,0,0,0,0,1,1
720,890,990,2020,0,0,3000,4210,4490,9260,1,0,0,0,0,0,57,0,0,1,1,0,0,0,0,1,0
2200,0,210,1170,570,5840,990,2720,2280,7170,0,0,0,0,0,1,50,1,0,1,0,0,1,0,0,1,0
5290,1740,1380,2410,5120,16690,640,2000,8210,8960,1,1,0,0,0,1,54,1,1,0,1,0,0,0,0,1,0
2930,990,670,1880,4960,5660,1940,1430,890,7610,0,1,0,0,0,1,47,1,0,0,1,0,0,0,0,0,0
6680,3430,1710,0,4990,4470,10810,6610,5030,7080,0,0,1,1,0,1,37,1,1,1,1,1,0,1,0,1,0
3710,770,0,900,4710,0,7450,8130,15590,9740,0,0,0,0,0,1,45,1,0,1,0,1,0,0,1,1,0
6610,5120,1010,280,6220,6440,10110,28450,31980,12670,1,1,0,0,0,1,50,1,1,1,1,1,0,1,0,1,0
2330,830,210,650,2800,4240,4660,1340,3440,7330,0,1,0,0,0,1,55,1,0,0,0,0,0,0,0,1,0
6510,0,0,3260,0,0,3790,630,0,10860,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
3780,2480,1540,1530,4080,0,9080,7020,3720,4430,0,0,0,0,0,1,29,1,0,1,1,0,0,0,0,1,0
5470,1880,1070,710,13860,3390,9220,24600,4240,5490,0,0,1,0,0,1,34,1,1,0,1,1,0,1,0,1,0
6900,780,1030,0,2100,1310,1380,300,170,7310,0,0,0,1,0,1,61,1,1,0,1,0,0,0,0,0,0
2920,1750,1070,3360,4540,3390,4180,2010,4600,5550,0,0,1,0,0,1,35,1,0,1,1,0,0,0,0,1,0
3750,1080,1580,1120,720,2600,3020,2020,37890,5190,0,0,0,1,0,1,42,1,0,1,1,0,0,0,0,1,0
5060,1770,1390,890,1630,6710,660,1300,3720,3240,0,0,0,0,0,1,41,1,0,1,1,1,0,0,0,1,0
2310,0,0,510,0,830,1110,540,2380,3910,0,0,1,0,0,1,22,1,0,0,0,0,0,0,0,1,0
4790,540,1700,640,4520,3830,4010,1810,3030,7300,0,1,0,1,0,1,53,1,1,0,1,0,0,0,0,1,0
4100,460,2740,1060,0,4630,830,1020,4390,6090,1,0,0,0,0,1,39,1,0,0,1,0,0,0,0,0,0
3270,1280,1050,1890,3670,910,2970,3240,9230,2390,0,0,1,0,0,1,37,1,1,1,1,0,0,0,0,1,0
4020,410,630,1440,2010,4410,2290,1560,2900,3300,0,1,0,0,0,0,73,0,0,0,1,0,0,0,0,0,0
2760,0,80,1840,600,3320,550,330,0,6210,0,1,0,0,0,1,62,1,0,0,0,0,0,0,0,0,0
3040,0,0,2250,4420,5250,1280,570,5250,3910,1,1,0,0,0,0,58,1,0,0,0,0,0,0,0,1,0
4510,580,1040,6430,4380,5320,5910,2770,2940,1660,1,1,0,0,0,1,57,1,0,1,1,0,0,0,0,1,0
4640,1270,1250,1380,3530,5640,2800,720,3350,7350,0,0,0,0,0,1,48,1,0,0,1,0,0,0,0,1,0
5340,70,160,2110,890,1520,4530,3250,22980,7860,1,0,0,1,0,1,53,1,1,1,1,1,0,1,0,1,0
7430,1800,1340,1460,0,0,7670,4290,3180,5940,0,0,0,0,0,0,75,1,1,1,1,1,0,0,0,1,0
5670,630,1150,2310,6340,5420,3980,3020,4550,3890,1,0,0,0,0,0,58,1,0,0,1,0,0,0,0,1,0
5600,0,210,2470,0,1110,3980,2640,4340,3340,1,0,1,0,0,1,29,1,0,1,0,0,0,0,0,1,0
5510,680,1090,710,10,140,640,1900,3220,4110,0,0,1,1,0,1,31,1,0,1,1,1,0,0,0,1,0
5900,790,1290,2220,0,5940,1150,6650,75440,4510,0,1,1,0,0,1,45,1,0,1,1,1,0,0,0,1,0
5670,1820,1310,2050,6200,0,6740,1240,3520,8040,0,0,0,0,0,0,52,1,0,1,1,1,1,0,0,1,1
6480,1190,2960,710,510,4490,9900,1470,2320,3360,0,1,0,1,0,1,66,1,0,1,1,0,0,0,0,1,0
3820,690,1270,2480,1020,4290,500,650,2570,6480,0,0,0,0,0,1,55,1,0,0,1,0,0,0,0,0,0
2880,2130,1570,1240,4670,6020,17460,23590,3830,4560,0,1,0,0,0,1,28,1,1,1,1,1,0,0,0,1,0
4230,1230,840,790,0,0,4950,1180,9080,12460,0,0,0,0,0,1,65,1,0,1,1,0,0,1,0,1,0
2840,860,560,2250,1200,570,1550,1130,3410,9330,0,0,1,0,0,1,54,1,1,1,1,0,0,1,0,1,0
4830,560,930,2780,4350,20,3250,2010,0,6930,0,0,0,0,0,1,50,1,0,0,1,0,0,0,0,0,0
2650,2360,1350,340,0,410,2320,1730,14120,7440,1,0,1,1,0,1,36,1,1,1,1,1,0,0,0,1,0
3540,760,730,690,40,4620,1110,2900,5450,5670,0,0,1,1,0,1,37,1,1,1,1,1,0,0,0,1,0
4730,670,1430,1510,870,3820,510,1160,3720,5840,0,0,1,0,0,1,37,1,1,0,1,1,0,0,0,1,0
10340,5130,2210,830,0,1840,28190,13220,20590,8220,0,0,0,0,0,0,66,1,0,1,1,1,0,0,0,1,1
2200,820,1720,1980,4870,4500,2280,1830,3240,5310,0,0,0,1,0,1,51,1,0,1,1,1,0,0,0,1,0
6360,1210,1410,2020,4490,2800,2120,2230,4150,8650,0,1,0,1,0,0,71,1,1,1,1,0,0,0,0,0,0
5060,480,840,510,590,4150,920,440,2170,3430,0,0,0,0,0,1,49,1,0,1,1,0,0,0,0,0,0
8010,900,1210,1710,520,0,3370,4220,3340,9590,0,0,0,0,0,1,72,1,0,1,1,0,0,0,0,1,0
5840,1330,1080,5120,3460,2050,8720,4840,16790,8920,1,1,0,0,0,0,82,1,0,1,1,1,0,0,0,1,1
3840,1910,1870,2090,0,0,12580,3220,25380,8640,0,0,0,0,0,1,39,1,1,1,1,1,0,0,0,1,1
1860,1430,840,1180,30,4530,4410,3320,4520,10830,0,0,0,0,0,1,61,1,0,1,1,1,0,0,0,1,1
6140,900,1550,370,0,0,5230,670,17380,5810,1,0,0,0,0,1,50,1,1,1,1,1,0,0,0,1,0
4920,420,830,1930,4140,2310,960,2110,2950,11020,0,1,0,0,0,0,68,1,0,1,1,0,0,1,0,1,0
2380,400,1470,1460,20,4690,1190,620,3350,5880,0,0,0,0,0,1,53,1,0,0,1,0,0,0,0,1,0
5970,1770,1630,590,0,0,3710,9170,19990,6800,0,0,0,0,0,1,66,1,1,1,1,0,0,1,0,1,0
3130,1710,900,1530,0,0,5020,790,5150,5650,0,0,0,0,0,1,48,1,0,0,1,1,0,0,0,1,0
1410,1340,1100,400,540,5810,8550,3130,6850,9740,0,0,1,0,0,1,45,1,0,1,1,1,0,0,0,1,1
3330,1920,850,3550,11210,5870,840,1620,2990,6770,0,0,1,0,0,1,27,1,0,1,1,0,0,0,0,1,0
4130,370,1030,740,600,10,7930,37000,2930,9790,0,0,0,1,0,0,66,1,1,1,1,0,0,0,0,1,0
2160,1020,840,1450,0,520,3190,2410,7080,3650,1,0,1,1,0,0,37,1,1,1,1,1,0,0,0,1,0
3490,1090,1820,1790,0,0,3110,170,5650,7530,1,0,0,0,0,1,45,1,1,1,1,0,0,0,0,1,0
8300,1450,750,4220,31140,32290,2460,1190,2350,12840,0,0,0,0,0,0,102,1,0,1,1,0,0,0,0,1,0
6740,500,690,1820,8850,4330,1190,230,2760,10550,0,0,0,0,0,1,70,1,0,0,1,0,0,0,0,1,0
4870,470,0,2160,5880,4690,1290,0,2470,7420,0,0,0,1,0,1,57,1,1,0,0,0,0,0,0,1,0
2750,1700,2020,810,20,5400,8150,7510,17470,3570,1,0,1,0,0,1,32,1,0,1,1,1,0,0,0,1,1
4590,0,0,340,510,2450,460,0,2110,13690,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
7120,1580,1940,1650,4590,20,3190,990,42930,6140,1,0,0,0,0,1,44,1,1,1,1,0,1,0,0,1,0
3870,490,550,1290,0,5580,1800,4540,0,6840,0,0,1,1,0,0,64,1,1,1,1,0,0,0,0,0,0
4060,1030,470,6230,10,2970,280,430,730,10450,0,0,0,0,0,1,72,1,0,0,1,0,0,0,1,0,0
2520,480,20,2140,1030,0,2490,1890,3910,3480,0,0,0,0,0,1,42,1,0,1,0,0,1,0,0,1,1
1810,1030,1730,2150,4590,30,350,2260,3520,7370,1,0,0,1,0,1,57,1,0,1,1,1,0,0,0,1,0
3230,290,2080,2940,980,0,2600,1790,2690,2570,0,0,0,0,0,1,33,1,0,1,1,0,0,0,0,1,0
4150,2260,1180,1520,4270,0,3320,1420,5840,5810,1,0,0,0,0,1,39,1,0,1,1,0,0,0,0,0,0
4860,1500,660,290,6120,6460,8960,2490,6930,3150,0,1,1,1,0,1,38,1,1,1,1,1,0,0,0,1,1
2730,1170,590,2400,1080,20,3690,1290,5300,6250,0,0,0,0,0,0,61,1,1,0,1,0,0,0,0,1,0
4470,780,1200,3950,0,6650,2490,1830,2470,5810,1,0,1,0,0,1,31,1,1,0,1,0,0,0,0,0,0
6730,1610,850,930,0,4230,3680,1800,12280,8610,0,1,0,0,0,1,49,1,1,1,1,1,0,0,0,1,0
8520,340,1990,6210,460,5830,1490,510,2320,7220,0,1,0,0,0,1,60,1,1,1,1,1,0,0,0,1,0
5630,2080,1610,900,6520,2700,4980,3990,6060,14610,0,0,0,1,0,1,70,1,1,1,1,1,1,0,0,1,0
2140,0,310,3640,0,0,2310,1280,10,8610,0,0,0,0,0,0,93,0,0,1,0,1,0,0,0,0,0
5380,820,1390,3630,890,4530,950,1900,3340,11380,1,0,0,0,0,1,49,1,1,1,1,0,0,0,0,1,0
5080,990,1170,930,0,4680,1540,670,3820,4390,0,0,0,1,0,1,40,1,1,0,1,0,0,0,0,1,0
3160,1590,1000,4870,2720,80,3960,5140,8560,13960,0,0,0,0,0,1,66,1,1,1,1,1,1,0,1,1,1
4380,690,1000,2070,3430,3310,3630,1840,17790,6300,0,0,1,0,0,1,31,1,0,1,1,0,0,0,0,1,0
8330,1160,1560,1050,0,5490,1660,1540,6100,11410,1,1,0,1,0,1,56,1,1,1,1,0,0,1,0,1,0
7590,1350,2060,410,23510,10710,5230,370,7940,9710,0,1,0,1,0,1,40,1,1,0,1,0,0,0,0,1,0
2430,380,1340,750,10,0,890,2440,2800,7490,0,0,0,0,0,0,55,1,0,0,1,0,0,0,0,1,0
2760,910,840,1990,14630,17200,1600,630,2100,6050,0,0,1,0,0,1,44,0,0,1,1,0,0,0,0,0,0
5060,1780,1380,1180,1780,300,2810,4800,6630,4250,0,0,1,0,0,0,36,1,1,1,1,0,0,0,0,1,1
2340,1770,740,1340,0,0,3310,7680,18740,10440,1,0,0,0,0,0,72,1,0,1,1,1,1,0,0,1,1
1390,160,120,490,0,0,3980,6390,0,9580,0,0,0,0,0,1,71,0,0,1,1,1,0,0,0,0,0
5370,1600,2120,1910,210,0,4300,1590,3680,5210,0,0,0,1,0,0,48,1,1,1,1,0,0,0,0,1,0
3550,1030,540,940,0,20,3080,2110,5690,13730,0,0,0,0,0,0,61,0,0,1,1,1,0,0,1,1,1
7110,940,580,1660,0,70,2500,1260,4040,5500,0,0,0,0,0,1,71,1,0,0,1,0,0,0,0,1,1
2770,1370,730,4210,4840,0,5780,830,28770,9540,1,0,0,1,0,0,51,1,0,1,1,0,0,0,0,1,0
4600,400,590,2030,4230,4230,2300,1910,2600,10650,0,0,0,0,0,1,52,1,1,0,1,0,0,0,0,0,0
5120,0,0,0,10,4100,890,1140,0,11370,0,0,0,0,0,1,75,0,0,1,0,0,0,0,0,0,0
3610,180,70,1000,22490,510,10730,15170,6710,6120,1,0,1,0,0,0,46,1,0,1,1,1,0,0,0,1,1
1880,1010,350,0,0,120,8660,1860,11320,7360,1,0,1,1,0,0,20,0,0,1,1,1,1,0,0,1,1
4230,1230,610,1090,3900,320,6420,3660,9950,5500,1,0,1,0,0,1,40,1,1,1,1,1,0,1,0,1,1
2010,350,260,1780,3290,5610,2720,960,800,5080,1,0,0,0,0,1,51,1,0,1,0,0,0,0,0,0,0
3850,1570,1670,1320,300,4100,8870,20270,10550,8380,0,1,0,0,0,1,61,1,0,1,1,0,1,1,0,1,1
5010,0,0,0,20,10,1970,17360,1980,7830,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
7050,910,640,470,700,7210,4180,3410,18100,15700,0,0,0,1,0,1,52,1,1,1,1,1,0,1,0,1,1
3170,340,500,3910,970,4230,930,1550,0,5420,0,0,0,1,0,0,58,1,0,0,1,0,0,0,0,0,0
3270,660,1420,430,3890,2100,1260,1300,4430,9120,0,0,0,0,1,1,60,1,0,0,1,0,0,1,0,1,0
2410,870,400,940,0,6130,1640,1770,5490,3920,0,0,0,0,0,1,32,1,0,1,1,0,0,0,0,1,0
5680,1740,1130,1010,4190,40,1760,1780,10100,6630,1,0,0,0,0,1,40,1,0,1,1,1,0,1,0,1,0
3850,3450,580,220,0,740,4120,3370,10060,3760,0,0,1,0,0,0,22,1,0,1,1,0,1,0,0,1,1
3380,2590,1330,0,0,930,640,2860,3350,10680,0,0,1,1,0,1,41,1,1,1,1,1,0,0,0,0,0
4590,2240,970,220,0,5460,4500,1450,20750,5050,0,0,0,0,0,1,35,1,0,1,1,1,0,0,0,1,0
2920,1050,870,5190,4320,4790,750,1590,2680,860,1,0,1,0,0,0,63,1,1,1,1,0,0,0,0,1,0
3830,340,670,600,0,30,780,320,1900,6000,0,0,0,0,0,1,51,1,0,0,1,0,0,0,0,1,0
5160,260,1010,1640,840,50,3470,1830,4600,4960,0,1,0,1,0,1,48,1,1,0,1,0,0,0,0,1,0
2880,0,0,0,8980,3460,1290,3620,3420,4600,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,1,0
2000,60,370,570,0,30,2710,1660,2230,6270,0,0,0,0,0,0,61,1,0,1,1,0,0,0,0,1,0
6340,1430,1560,890,4660,0,3560,2070,7900,5740,1,0,0,0,0,1,46,1,0,1,1,1,0,0,0,1,0
3310,290,510,630,1100,1220,1340,1800,3000,9690,0,0,0,0,0,1,61,1,1,0,1,0,0,0,0,0,0
3430,10,130,250,2910,5990,7630,1000,3730,4750,0,1,0,1,0,1,49,1,0,1,1,0,0,0,0,1,0
1140,0,0,1000,2340,130,1450,1330,0,6520,0,0,1,0,0,1,41,0,0,1,0,0,0,0,0,0,0
5710,140,170,2280,0,0,820,3210,2800,7790,1,0,0,0,0,0,61,1,0,1,0,0,0,0,0,1,0
4450,0,0,1090,1290,6830,1610,2400,7220,5990,0,1,0,0,0,1,56,1,1,1,0,1,0,0,0,1,0
5300,1630,1150,5970,20,10,4050,6300,10040,7200,0,0,0,0,0,1,79,1,0,1,1,0,1,0,1,0,1
3770,430,1020,1170,630,0,2940,1090,7780,8380,1,0,0,0,0,1,38,1,1,1,1,1,0,0,0,1,0
4080,460,670,6270,0,260,6830,3350,2950,4540,0,0,1,1,0,1,29,1,0,0,0,0,0,0,0,1,0
4380,540,1840,560,2910,0,10560,2810,24860,4190,0,0,0,0,0,1,50,1,0,1,1,1,0,0,0,1,1
4960,570,1420,980,0,4570,660,1230,2200,4910,0,1,1,0,0,1,34,1,1,0,1,0,0,0,0,1,0
4460,600,570,1050,0,0,2540,1600,2610,7240,0,0,0,1,0,0,52,1,0,1,1,0,0,0,0,1,0
2690,860,1090,1520,3960,5840,6010,1810,4840,5110,0,0,0,0,0,1,62,1,0,1,1,1,0,0,0,1,1
6880,2120,2520,2270,0,10,8950,2960,12160,11600,0,0,0,1,0,0,68,1,1,1,1,1,0,0,0,1,0
4660,490,320,3330,0,0,750,260,3440,2710,0,0,0,0,0,0,54,1,0,1,1,0,0,0,0,1,0
4320,780,1160,960,3550,26030,4570,2060,3480,3120,1,1,1,1,0,1,26,1,1,1,1,0,0,0,0,1,0
1270,160,0,730,990,370,890,1420,4660,4850,0,0,1,0,1,1,28,0,0,0,0,0,1,0,0,1,1
7400,1240,2020,1460,2340,70,3990,2070,7030,7610,0,0,0,0,0,1,57,1,0,1,1,0,0,0,0,1,0
3380,380,510,2500,4190,4830,1380,1060,2730,9610,0,0,0,0,0,1,52,1,0,1,1,0,0,1,0,1,0
2910,2500,920,1190,2370,50,9390,7210,5900,6340,1,1,0,0,0,1,49,1,0,1,1,1,0,0,0,1,1
5990,2850,1340,1680,860,0,13690,2500,8020,10100,0,0,0,1,0,1,55,1,0,1,1,1,1,0,0,1,1
7150,2210,2000,1070,300,0,15060,6440,101530,8530,0,0,0,0,1,1,64,1,1,1,1,1,1,1,1,1,1
3410,260,700,2480,730,0,1690,990,2600,4360,0,0,0,0,0,1,49,1,0,0,1,0,0,0,0,1,0
4900,920,900,2740,4760,0,2340,5420,2850,7840,0,0,0,1,0,1,56,1,1,1,1,0,0,0,0,1,0
2620,0,0,0,3870,0,970,2910,3670,3030,0,0,0,0,0,1,25,1,0,1,0,0,0,0,0,1,0
1100,1960,1110,1050,0,4930,11790,6050,6620,8880,0,0,0,0,0,1,61,0,0,1,1,1,0,0,0,1,1
6770,1170,990,1660,5030,5420,2210,120,15190,8850,0,0,1,0,0,1,48,1,1,0,1,0,0,0,0,1,0
3510,780,1160,1050,1390,70,3340,2060,2530,5080,0,0,0,1,0,1,33,1,0,1,1,0,0,0,0,1,0
2010,880,630,0,6340,15710,800,9800,2260,4080,0,1,1,0,0,1,59,1,0,1,1,0,0,0,0,1,0
4020,160,0,1460,10440,4650,1060,650,3390,6470,0,0,1,1,0,0,44,1,0,1,0,0,0,0,0,1,0
11310,1940,1790,2590,3250,6080,7570,9310,6600,11480,0,0,0,0,0,1,84,1,1,1,1,0,1,0,0,1,1
2100,630,980,1370,810,1420,3210,2090,2900,5520,0,1,0,0,0,1,36,1,0,1,1,0,0,0,0,1,0
4610,1110,1040,630,10,840,3460,3880,2540,8010,1,0,1,1,0,1,70,1,0,1,1,1,0,0,0,1,0
4920,990,940,2730,0,30,3150,2130,28660,7650,0,0,0,1,0,1,56,1,1,1,1,0,0,0,0,1,0
5140,2240,1370,3380,5140,0,9300,4660,26980,10110,0,0,0,0,0,1,64,1,1,1,1,1,1,0,0,1,0
5320,870,860,1550,2600,4570,3740,3230,4950,2260,0,1,0,0,0,1,49,1,0,0,1,0,0,0,0,1,0
2900,1870,1880,0,2400,1500,5220,4330,5340,5760,0,0,0,1,0,1,33,1,0,1,1,1,0,0,0,1,0
5570,1740,1070,1990,230,3030,680,780,2840,8870,0,1,0,0,0,1,52,1,1,1,1,0,0,0,0,1,0
3160,610,1040,1240,0,4160,1720,910,2670,5150,0,0,0,0,0,1,36,1,0,1,1,0,0,0,0,1,0
9900,2020,2590,4240,630,4870,4900,3380,17620,16830,0,0,0,1,0,0,71,1,1,1,1,1,0,1,0,1,0
5910,2530,1960,6980,0,10,2850,7340,2550,13660,0,0,0,0,0,1,63,1,1,1,1,1,0,0,0,1,0
2160,860,770,590,5150,6210,2240,820,2450,3500,0,0,0,0,0,1,43,0,0,1,1,0,0,0,0,1,0
3790,380,100,230,0,0,2210,1440,2580,5590,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0
2910,1340,1140,2930,840,1580,4360,3540,4220,13390,0,0,0,0,0,1,79,1,0,1,1,1,0,0,1,1,0
820,340,320,1460,0,0,950,700,2190,4260,0,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0
2960,960,640,2220,8340,0,990,1410,4830,5200,0,0,0,0,0,1,48,1,0,1,1,0,0,1,0,1,1
4270,400,580,0,1040,3550,7560,3430,3720,8400,0,1,0,1,0,0,54,1,0,1,1,1,0,0,0,1,0
3970,1340,1110,1330,0,460,10580,1870,10370,11580,1,0,1,1,1,0,62,1,1,1,1,0,1,1,0,1,1
5380,510,1020,2540,0,0,1070,1130,3950,4690,0,0,0,0,0,0,58,1,0,0,1,0,0,0,0,1,0
2970,190,1750,720,0,3970,1830,1540,2630,4680,0,0,0,1,0,1,30,1,1,0,1,0,0,0,0,1,0
5680,1020,1210,2950,0,0,8570,1790,2880,8720,0,0,0,0,0,0,78,1,0,1,1,1,0,1,0,1,0
3530,890,640,690,5650,1640,1260,4630,2200,8050,0,0,0,0,0,1,46,1,1,1,1,1,0,0,0,1,0
3700,0,70,2680,0,0,2790,950,4610,4480,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
3340,1390,590,3370,980,2010,9740,1730,3630,9900,0,0,0,0,0,1,40,1,0,1,1,1,0,0,0,1,1
3440,1260,590,900,0,4180,3700,2670,10410,7190,1,1,0,1,0,1,44,1,0,1,1,0,0,0,0,1,0
3260,890,1230,1180,0,5170,990,360,2050,3870,0,0,1,0,0,1,21,1,1,0,1,0,0,0,0,0,0
4680,290,810,1920,0,380,3760,1670,3650,4050,0,0,1,0,0,1,31,1,0,1,1,1,0,0,0,1,0
3350,760,660,520,2580,30,5710,6470,5670,6530,0,0,0,1,0,1,30,1,0,1,1,1,1,0,0,1,0
6790,2670,1350,270,0,0,3530,3620,35130,5330,1,1,0,0,0,1,36,1,1,1,1,1,0,1,0,1,1
3450,1700,1640,800,600,4290,4860,15520,28480,9850,1,0,0,1,1,0,73,1,1,1,1,1,0,1,1,1,1
5680,850,810,1270,5380,3720,3250,2910,2920,5120,0,0,0,0,0,1,49,1,1,1,1,0,0,0,0,1,0
4140,110,2230,3500,10,5900,1500,440,8110,5210,0,1,1,0,0,1,41,1,1,1,1,0,0,0,0,1,0
4220,1370,1270,2170,40,3620,890,630,3370,5960,0,1,0,0,0,1,48,1,0,1,1,0,0,0,0,1,0
5100,1560,1790,1520,320,3770,3970,8140,2860,7450,0,0,0,1,0,1,54,1,0,1,1,1,0,0,0,1,0
5200,1230,2940,710,480,1410,1400,2410,9800,9150,0,0,0,0,0,1,57,1,0,1,1,0,1,0,0,1,0
4610,360,630,1520,0,6320,2450,1290,4290,8410,0,1,0,1,0,1,62,1,0,0,1,0,0,0,0,1,0
6610,850,950,2980,2400,0,2940,1720,3660,10490,0,0,0,0,0,0,72,1,1,0,1,0,0,0,0,1,0
4700,130,2090,3750,4450,3150,1770,1350,170,4110,0,1,0,1,0,1,52,1,0,0,1,0,0,0,0,0,0
4700,2500,1710,700,3490,10,4830,7200,10290,9680,1,1,0,0,0,1,47,1,1,1,1,1,0,0,0,1,0
4550,1050,850,410,580,40,1730,1870,2480,9350,0,0,0,0,0,1,45,1,0,0,1,0,0,0,0,0,0
3120,1550,530,580,970,4650,3780,1310,2030,5480,0,1,1,1,0,1,33,1,1,1,1,0,0,0,0,1,0
3170,3750,1160,460,0,0,4100,4400,32840,7030,0,0,0,0,0,0,37,1,0,1,1,1,0,0,0,1,0
5460,450,1980,470,310,30,670,2190,0,6060,1,0,0,0,0,1,81,1,0,0,1,0,0,0,0,0,0
5520,2880,1950,200,10,4810,1350,1360,6970,7100,0,0,1,0,0,0,41,1,1,1,1,1,0,0,0,1,0
1890,60,130,1100,730,5460,600,360,3480,5700,0,0,1,1,0,1,47,1,0,1,0,0,0,0,0,1,0
4580,440,1060,5250,2740,300,990,310,2890,5490,0,0,1,1,0,1,38,1,0,0,1,0,0,0,0,1,0
7580,1250,1730,820,0,0,1750,2420,2800,10020,0,0,0,0,0,1,68,1,1,1,1,0,0,0,0,1,0
4790,2850,1510,940,0,0,2680,2320,108250,9960,1,0,0,1,0,0,50,1,0,1,1,1,0,0,0,1,0
